,Batch,Fenotype,Fish,hist,bins
10,batch 3,KO179,ZebraF_8,0.39331366672645957,0.41666666666666663
10,batch 3,KO179,ZebraF_8,4.274471923866516,0.5
10,batch 3,KO179,ZebraF_8,0.2445767472075639,0.5833333333333333
10,batch 3,KO179,ZebraF_8,0.32121485027736524,0.6666666666666666
10,batch 3,KO179,ZebraF_8,0.4120598574556506,0.75
10,batch 3,KO179,ZebraF_8,0.8264467566834073,0.8333333333333333
10,batch 3,KO179,ZebraF_8,4.766597376724681,0.9166666666666666
11,batch 3,KO179,ZebraF_9,8.681309937591411,0.0
11,batch 3,KO179,ZebraF_9,0.7138337021784129,0.08333333333333333
11,batch 3,KO179,ZebraF_9,0.3463455899404317,0.16666666666666666
11,batch 3,KO179,ZebraF_9,0.5410988106514137,0.25
11,batch 3,KO179,ZebraF_9,0.36861239064003565,0.3333333333333333
11,batch 3,KO179,ZebraF_9,0.30056446470213805,0.41666666666666663
11,batch 3,KO179,ZebraF_9,0.18786103427735912,0.5
11,batch 3,KO179,ZebraF_9,0.23746708300838695,0.5833333333333333
11,batch 3,KO179,ZebraF_9,0.6229069870104114,0.6666666666666666
11,batch 3,KO179,ZebraF_9,0.0,0.75
11,batch 3,KO179,ZebraF_9,0.0,0.8333333333333333
11,batch 3,KO179,ZebraF_9,0.0,0.9166666666666666
12,batch 3,KO44,ZebraF_1,0.4382211482548383,0.0
12,batch 3,KO44,ZebraF_1,0.31883651338532754,0.08333333333333333
12,batch 3,KO44,ZebraF_1,0.33944152292981816,0.16666666666666666
12,batch 3,KO44,ZebraF_1,2.399265026151856,0.25
12,batch 3,KO44,ZebraF_1,0.7256055127479824,0.3333333333333333
12,batch 3,KO44,ZebraF_1,0.6144954948254463,0.41666666666666663
12,batch 3,KO44,ZebraF_1,1.0218476601567577,0.5
12,batch 3,KO44,ZebraF_1,0.8399472485195203,0.5833333333333333
12,batch 3,KO44,ZebraF_1,1.6626402127749673,0.6666666666666666
12,batch 3,KO44,ZebraF_1,1.1491726788796721,0.75
12,batch 3,KO44,ZebraF_1,0.6638277339842409,0.8333333333333333
12,batch 3,KO44,ZebraF_1,1.8266992473895742,0.9166666666666666
14,batch 3,KO44,ZebraF_11,0.6163139210414375,0.0
14,batch 3,KO44,ZebraF_11,0.03038697454001266,0.08333333333333333
14,batch 3,KO44,ZebraF_11,1.9194982948456072,0.16666666666666666
14,batch 3,KO44,ZebraF_11,0.35381053584684086,0.25
14,batch 3,KO44,ZebraF_11,1.214828187197901,0.3333333333333333
14,batch 3,KO44,ZebraF_11,0.008860879204948012,0.41666666666666663
14,batch 3,KO44,ZebraF_11,0.01969758508286283,0.5
14,batch 3,KO44,ZebraF_11,0.0876995806091896,0.5833333333333333
14,batch 3,KO44,ZebraF_11,7.022868051797176,0.6666666666666666
14,batch 3,KO44,ZebraF_11,0.23684475651614484,0.75
14,batch 3,KO44,ZebraF_11,0.17826288207079113,0.8333333333333333
14,batch 3,KO44,ZebraF_11,0.3109283512470843,0.9166666666666666
15,batch 3,KO44,ZebraF_12,1.9539276599258715,0.0
15,batch 3,KO44,ZebraF_12,0.5666409425278257,0.08333333333333333
15,batch 3,KO44,ZebraF_12,0.23884219742259458,0.16666666666666666
15,batch 3,KO44,ZebraF_12,0.16193769755090667,0.25
15,batch 3,KO44,ZebraF_12,0.2610393747864666,0.3333333333333333
15,batch 3,KO44,ZebraF_12,0.14668932971049325,0.41666666666666663
15,batch 3,KO44,ZebraF_12,0.35116518095157995,0.5
15,batch 3,KO44,ZebraF_12,4.858689422620199,0.5833333333333333
15,batch 3,KO44,ZebraF_12,1.731263855673598,0.6666666666666666
15,batch 3,KO44,ZebraF_12,0.6705635608733258,0.75
15,batch 3,KO44,ZebraF_12,0.3223261113439966,0.8333333333333333
15,batch 3,KO44,ZebraF_12,0.7369146666131395,0.9166666666666666
16,batch 3,KO44,ZebraF_2,3.1099381204123078,0.0
16,batch 3,KO44,ZebraF_2,0.06804260284151097,0.08333333333333333
16,batch 3,KO44,ZebraF_2,0.2721777376463741,0.16666666666666666
16,batch 3,KO44,ZebraF_2,0.7212306660463619,0.25
16,batch 3,KO44,ZebraF_2,0.8990866361999552,0.3333333333333333
16,batch 3,KO44,ZebraF_2,1.2674525760048647,0.41666666666666663
16,batch 3,KO44,ZebraF_2,1.4488072725339955,0.5
16,batch 3,KO44,ZebraF_2,1.6962730270471627,0.5833333333333333
16,batch 3,KO44,ZebraF_2,2.173230863717084,0.6666666666666666
