,Batch,Fenotype,Fish,hist,bins
16,batch 3,KO44,ZebraF_2,0.3437604975503816,0.75
16,batch 3,KO44,ZebraF_2,0.0,0.8333333333333333
16,batch 3,KO44,ZebraF_2,0.0,0.9166666666666666
17,batch 3,KO44,ZebraF_3,4.445770916373929,0.0
17,batch 3,KO44,ZebraF_3,0.04663617066951206,0.08333333333333333
17,batch 3,KO44,ZebraF_3,0.1854320790146671,0.16666666666666666
17,batch 3,KO44,ZebraF_3,0.2622356424407752,0.25
17,batch 3,KO44,ZebraF_3,0.44150860024923777,0.3333333333333333
17,batch 3,KO44,ZebraF_3,0.7309255383249211,0.41666666666666663
17,batch 3,KO44,ZebraF_3,1.0031698601852783,0.5
17,batch 3,KO44,ZebraF_3,1.5149994221577288,0.5833333333333333
17,batch 3,KO44,ZebraF_3,1.593140706618305,0.6666666666666666
17,batch 3,KO44,ZebraF_3,1.5176875686559042,0.75
17,batch 3,KO44,ZebraF_3,0.25849349530974136,0.8333333333333333
17,batch 3,KO44,ZebraF_3,0.0,0.9166666666666666
18,batch 3,KO44,ZebraF_4,1.1210605134314413,0.0
18,batch 3,KO44,ZebraF_4,0.039188633052290915,0.08333333333333333
18,batch 3,KO44,ZebraF_4,0.8492892927820614,0.16666666666666666
18,batch 3,KO44,ZebraF_4,0.49982162981222344,0.25
18,batch 3,KO44,ZebraF_4,0.8778052596981827,0.3333333333333333
18,batch 3,KO44,ZebraF_4,1.050214806048684,0.41666666666666663
18,batch 3,KO44,ZebraF_4,1.5273188987068367,0.5
18,batch 3,KO44,ZebraF_4,0.7047971003889542,0.5833333333333333
18,batch 3,KO44,ZebraF_4,0.9890023126407411,0.6666666666666666
18,batch 3,KO44,ZebraF_4,0.6978184739486677,0.75
18,batch 3,KO44,ZebraF_4,3.6436830794899153,0.8333333333333333
18,batch 3,KO44,ZebraF_4,0.0,0.9166666666666666
19,batch 3,KO44,ZebraF_5,4.27754878269791,0.0
19,batch 3,KO44,ZebraF_5,2.310049004550937,0.08333333333333333
19,batch 3,KO44,ZebraF_5,0.33047030622002954,0.16666666666666666
19,batch 3,KO44,ZebraF_5,0.21748250278562545,0.25
19,batch 3,KO44,ZebraF_5,0.2680601792440011,0.3333333333333333
19,batch 3,KO44,ZebraF_5,2.04923481371244,0.41666666666666663
19,batch 3,KO44,ZebraF_5,1.30506019042434,0.5
19,batch 3,KO44,ZebraF_5,0.7126888300319079,0.5833333333333333
19,batch 3,KO44,ZebraF_5,0.2754849947514002,0.6666666666666666
19,batch 3,KO44,ZebraF_5,0.23484977854576553,0.75
19,batch 3,KO44,ZebraF_5,0.0,0.8333333333333333
19,batch 3,KO44,ZebraF_5,0.019070617035640974,0.9166666666666666
20,batch 3,KO44,ZebraF_6,3.7314792383882307,0.0
20,batch 3,KO44,ZebraF_6,0.817918742007559,0.08333333333333333
20,batch 3,KO44,ZebraF_6,0.5060847708663755,0.16666666666666666
20,batch 3,KO44,ZebraF_6,0.6105333587512145,0.25
20,batch 3,KO44,ZebraF_6,0.7917945334098533,0.3333333333333333
20,batch 3,KO44,ZebraF_6,0.18373681808799208,0.41666666666666663
20,batch 3,KO44,ZebraF_6,0.35554804420197594,0.5
20,batch 3,KO44,ZebraF_6,0.4225914165067238,0.5833333333333333
20,batch 3,KO44,ZebraF_6,0.6966443031330426,0.6666666666666666
20,batch 3,KO44,ZebraF_6,1.4303629212760354,0.75
20,batch 3,KO44,ZebraF_6,1.1043189148136756,0.8333333333333333
20,batch 3,KO44,ZebraF_6,1.3489869385573237,0.9166666666666666
21,batch 3,KO44,ZebraF_7,9.67360870180777,0.0
21,batch 3,KO44,ZebraF_7,0.04507931991928298,0.08333333333333333
21,batch 3,KO44,ZebraF_7,0.09669437795761392,0.16666666666666666
21,batch 3,KO44,ZebraF_7,0.024327829756641422,0.25
21,batch 3,KO44,ZebraF_7,0.8117739356547437,0.3333333333333333
21,batch 3,KO44,ZebraF_7,0.06291595136541295,0.41666666666666663
21,batch 3,KO44,ZebraF_7,0.0,0.5
21,batch 3,KO44,ZebraF_7,0.004959583555317388,0.5833333333333333
